Decade,Year,Date,Location,Operator,Op_Code,Route,Type,Make_Type,Aboard,Fatalities,Summary
1951-1960,1954,1954-08-04,"Off Stromboli, Italy",British Overseas Airways,Passenger,Rome - Cairo,de Havilland DH106 Comet 1,de,21.0,21.0,The aircraft broke up in-flight and crashed into the sea en route from Rome to Cairo. Metal fatigue due to a design flaw led to the breakup of the aircraft. Third crash with the same cause. The aircraft was nicknamed 'Yoke Yoke.'
1951-1960,1954,1954-08-04,"Moose Jaw, SK, Canada",Trans Canada Air Lines / RCAF,Passenger,,Canadair C-4-1Argonaut / Harvard Mark II,Canadair,36.0,36.0,"Midair collision between a Canadair C-4-1 and a RCAF Harvard Mark II at 6,000 feet.  Thirty-five killed on the Canadair, one on the Harvard. Failure on the part of the pilots of both aircraft to maintain a proper lookout. The onus of responsibility for keeping out of the way being with the Harvard aircraft as it had the other on its own right side."
1951-1960,1954,1954-04-13,"Santiago, Chile",LAN,Passenger,,Douglas DC-3,Douglas,16.0,16.0,
1951-1960,1954,1954-04-13,"Xieng Kouang, Laos",Societe Indochinoise de Raviteillement,Passenger,,Lockheed 18 Lodestar,Lockheed,23.0,16.0,Crashed and burned during takeoff.
1951-1960,1954,1954-04-23,"Sierra del Vilgo, Argentina",Aerolineas Argentinas,Passenger,Mendoza - Cordoba,Douglas DC-3,Douglas,25.0,25.0,Crashed into a mountain during an approach. Deviation from prescribed course for unknown reasons. Crew fatigue may have played a part. The captain acted contrary to company policy regarding a required IFR approach.
1951-1960,1954,1954-04-30,"Near Calcutta, India",Darbhanga Aviation,Passenger,,Douglas C-47A-30-DK,Douglas,11.0,5.0,"The aircraft tried to return to the airport after the No. 1 engine failed on takeoff but was unable to maintain airspeed, stalled and crashed into a tree. Delay in feathering the No. 1 engine after failure. Improper emergency procedural errors by the pilot."
1951-1960,1954,1954-05-22,"Paraparaumu, New Zealand",New Zealand National Airways,Passenger,Churchchrist - Paraparaumu,Douglas DC-3,Douglas,28.0,3.0,Crashed onto a roadway from a height of 500 ft. The crew used the wrong fuel selection configueration and the engines failed due to fuel starvation.
1951-1960,1954,1954-05-31,"Cipo Mountain, Brazil",Transportes Aereos Nacionales,Passenger,Governador Valadares - Belo Horizonte,Douglas DC-3,Douglas,19.0,19.0,The aircraft deviated from its normal course by 30 miles and struck a mountain. Navigational error. The minimum safety height for the route was not complied with.
1951-1960,1954,1954-03-06,"Near Maribor, Slovenia",Sabena,Passenger,"Blackbushe, UK - Beogard, Serbia",Douglas C-47A,Douglas,4.0,1.0,The cargo plane ran off the end of the runway and crashed after being attacked by a fighter jet.
1951-1960,1954,1954-04-06,"Sao Paulo, Brazil",Varig,Passenger,Sao Paulo - Porto Alegre,Curtiss C-46A,Curtiss,3.0,3.0,The cargo plane crashed on takeoff. Elevator lock was not removed prior to takeoff.
1951-1960,1954,1954-08-06,"Tourane, Vietnam",Soc. de Tr. Aériens d'Extrême Orient,Passenger,,Douglas C-47-DL,Douglas,4.0,4.0,
1951-1960,1954,1954-06-19,"Off Folkestone, England",Swissair,Passenger,Geneva - London,Convair CV-240-4,Convair,9.0,3.0,The plane ditched into the AtlantiOcean after running out of fuel. Three non-swimming passengers drowned due to lack of lifesaving equipment aboard. Negligence of the crew in not monitoring the fuel situation as the flight progressed.
1951-1960,1954,1954-02-07,"Near Salvador, Brazil",Military - Brazilian Air Force,Military,,Lockheed C-28,Lockheed,20.0,20.0,The aircraft crashed while attempting to land at Salvador. Engine failure at a critical stage in landing.
1951-1960,1954,1954-07-23,"Off Hainan Island, China",Cathay PacifiAirways,Passenger,Singapore - Hong Kong - Bangkok,Douglas DC-4,Douglas,18.0,10.0,Ditched into the sea after being shot down by Chinese Lachovlin  La-7 military fighter aircraft. The survivors were rescued by the U.S. Air Force.
1951-1960,1954,1954-08-08,"Near McGrath, Alaska",Alaska Airlines,Passenger,McGrath - Colorado Creek,Douglas DC-2,Douglas,2.0,2.0,"Flew into a mountain, 35 miles northeast of McGrath."
1951-1960,1954,1954-09-08,"Terceira Island, Azores, Portugal",AVIANCA,Passenger,"Lajes, Azores - Bermuda",Lockheed 749A-79 Constellation,Lockheed,30.0,30.0,"Crashed into mountains after poor weather diverted the flight from Santa Maria. Flew opposite to prescribed course after takeoff. Crew error. The failure of the pilot to carry out the normal climb out procedure following takeoff on a flight to Bermuda and his having made a turn to the left instead of to the right, thus flying into the mountains instead of turning out to sea."
1951-1960,1954,1954-12-08,Vietnam,Autrex,Passenger,Saigan - Hanoi,Douglas DC-3,Douglas,3.0,3.0,Crashed en route.
1951-1960,1954,1954-08-16,"Near Pakse, Laos",Air Vietnam (South Vietnam),Passenger,Red River delta - Saigon,Bristol 170 Freighter 21E,Bristol,55.0,47.0,Crashed into the Mekong River while making an emergency landing after encountering engine failure. The aircraft was being used to evacuate families.
1951-1960,1954,1954-08-22,"Near Mason City, Iowa",Braniff Airlines,Passenger,Memphis - Minneapolis,Douglas DC-3,Douglas,19.0,12.0,"The aircraft crashed 16 miles south of Mason City, Iowa due to a loss of control after penetrating an area of thunderstorms during a go-around. The flight, while endeavouring to traverse a thunderstorm area, encountered very heavy rain, divergent winds, and strong downdrafts that forced the aircraft to the ground."
1951-1960,1954,1954-08-23,"Near Dutch Coast, North Sea",KLM Royal Dutch Airlines,Passenger,Shannon - Amsterdam,Douglas DC-6B,Douglas,21.0,21.0,Crashed into the North Sea in rain showers and heavy seas. Cause not determined.
1951-1960,1958,1958-05-16,"Chatenoy, France",British European Airways,Passenger,,Douglas C-47A,Douglas,3.0,3.0,Broke up in midair while flying through a thunderstorm.
1951-1960,1954,1954-08-27,"Near Rapid City, South Dekota",Military - U.S. Air Force,Military,,Convair RB-36H,Convair,27.0,26.0,Crashed while making practice approaches to Ellsworth Air Force Base during its sixth attempt. The plane slammed into to ground with landing gear retracted and flaps set at 20 degrees.
1951-1960,1954,1954-05-09,"Foynes, Ireland",KLM Royal Dutch Airlines,Passenger,Shannon - New York City,Lockheed 1049C-55-81 S Constellation,Lockheed,56.0,28.0,"Less than a minute after takeoff, the aircraft crashed into a mudbank of the Shannon River. Although the crash site was only about 2,500 metres from the airport, no one was aware of the disaster. Rescue operations were only started after the plane's navigator, after having crossed the river, managed to reach the airport. The aircraft was partially submerged, and at least one of the fuel tanks had ruptured during the crash. The fuel fumes rendered many passengers and crew unconscious, who then drowned in the rising tide. Failure of the captain to interpret his instrument indications properly during flap retraction after the gear was re-extended."
1951-1960,1954,1954-12-09,"Off Rio de Janeiro, Brazil",Cruzeiro,Passenger,,Douglas DC-3,Douglas,30.0,6.0,The plane was attemping to return to the Rio de Janeiro after severe vibrations in the No. 1 engine made the crew feather the prop.  While on final the aircraft came in too high and a go-around was attempted during which the plane crashed into the sea.   Lack of reference to instruments after opening the throttle to go-around in restricted visibility.  Power may have been inadvertently reduced on the good engine.
1951-1960,1954,1954-09-15,"Cairo, Egypt",Misrair,Passenger,Test,Vickers 634 Viking,Vickers,4.0,3.0,Stalled and crashed during a test flight.
1951-1960,1954,1954-10-24,"Nar Limone Piemonte, Italy",Military - U.S. Air Force,Military,,Douglas C-47A-DL,Douglas,21.0,21.0,Crashed in the Alps on the French/Italian border while en route. The instrument flight plan the pilot filed indicated a cruising height that was lower than the authorized minimum altitude required to clear the mountains.
1951-1960,1954,1954-10-30,"Off Ocean City, Maryland",Military - U.S. Navy,Military,"Patuxent River NAS - Kenitra, Morocco",Lockheed R7V-1,Lockheed,42.0,42.0,"The aircraft disappeared approximately 300 miles east of Ocean City, Maryland and no trace of the wreckage or bodies was ever found."
1951-1960,1954,1954-10-30,Off the coast of Maryland,Military - U. S. Navy,Military,"New Jersey - Azores - Port Lyautey, Moroco",Lockheed R-7V1,Lockheed,42.0,42.0,Disappeared 350 miles off the Maryland coast.
1951-1960,1954,1954-10-31,"Mangalore, Australia",TAA,Passenger,Training,Vickers 720 Viscount,Vickers,8.0,3.0,"Crashed during takeoff. An error of judgement on the part of the pilot-in-command in that he took the aircraft into the air at a speed below the minimum control speed, following loss of directional control during the ground run."
1951-1960,1954,1954-11-16,"Jirishanga,Cerro de Pasco, Peru",TAM (Brazil),Passenger,Pucallpa - Lima,Douglas DC-3,Douglas,24.0,24.0,Disappeared over the Andes while en route.  Wreckage found 12/04/1954.
1951-1960,1954,1954-11-30,"Berlin, New Hampshire",Northeast Airlines,Passenger,"Laconia, NH - Berlin, NH",Douglas DC-3,Douglas,7.0,2.0,The aircraft crashed during an ILS approach to Berlin. Premature and unauthorized instrument descent to an altitude that did not permit terrain clearance.
1951-1960,1954,1954-04-12,"Near Luang Pragang, Laos",Air Laos,Passenger,Luang Prabang - Nam Tha,Douglas DC-3,Douglas,28.0,28.0,Crashed en route on the company's first commercial flight.
1951-1960,1954,1954-12-12,"Bratislava, Slovakia",Ceskoslovenské Aerolinie,Passenger,,Douglas C-47A,Douglas,4.0,4.0,
1951-1960,1954,1954-12-18,"Near Bolivar, Venezuela",Linea Aeropostal Venezolana,Passenger,,Douglas C-47A,Douglas,2.0,2.0,The cargo plane crashed into a mountain.
1951-1960,1954,1954-12-18,"New York, New York",Linee Aeree Italiane,Passenger,Rome - New York City,Douglas DC-6B,Douglas,32.0,26.0,"The plane crashed into approach lights of the runway during the fourth landing attempt at Idlewild Airport, sinking into Jamaica  Bay. An erratiapproach which resulted in a descent to an altitude too low to avoid striking the pier. A contributing factor was pilot fatigue due to the particular and difficult circumstances including two and one-half hours in a holding pattern."
1951-1960,1954,1954-12-22,"Pittsburgh, Pennsylvania",Johnson Flying Service,Passenger,Newark - Tacoma,Douglas DC-3,Douglas,28.0,10.0,Ditched into the Monongahela River after running out of fuel. Inadequate flight planning. Contributing factors were inadequate crew supervision and training.
1951-1960,1954,1954-12-25,"Prestwick, Ayrshire, Scotland",British Overseas Airways,Passenger,London - Glasgow,Boeing B377-10-28 Stratocruiser,Boeing,36.0,28.0,"Crashed short of the runway, landing hard. Pilot error. Errors of judgement on the part of the captain in starting his final approach to land at too steep an angle and flaring out too late and too severely with the result that the aircraft sank and hit the ground short of the runway."
1951-1960,1954,1954-12-29,"Near Moscow, Russia",Aeroflot,Passenger,,,na,45.0,45.0,
1951-1960,1954,1954-12-31,"Irkutsk, Russia",Aeroflot,Passenger,Peking -  Irkutsk - Cyprus,Ilyushin 14,Ilyushin,17.0,17.0,Crashed during takeoff.
1951-1960,1955,1955-11-01,"Off Skellings, Ireland",Military -Royal Air Force,Military,,Avro Shackleton M-2 / Avro Shakleton M-2,Avro,18.0,18.0,"Disappeared while on a training mission. Possibility, the two planes collided in midair."
1951-1960,1955,1955-12-01,"Greater Cincinnati Airport, Covington, Kentucky",Trans World Airlines / Castleton Inc.,Passenger,Cincinnati - Cleveland,Martin 202A / DC-3,Martin,15.0,15.0,"Midair collision at 700-900 feet. The DC-3 entered the airport's control space without clearance or communication with the tower. Thirteen killed on the Martin, two crew on the DC-3."
1951-1960,1955,1955-01-19,"Des Moines, Iowa",United Air Lines,Passenger,Newark - Des Moines - Lincoln,Convair CV-340,Convair,39.0,0.0,Almost complete loss of elevator control and severe vibration was experienced shortly after taking off from Des Moines. The plane when into a steep climb and almost stalled but the captain applied full power and went into a steep dive. The captain then reduced power and headed for open country where the aircraft safely made an emergency wheels up  landing in a corn field.  A series of omissions made by maintenance personnel during a scheduled inspection which resulted in the release of the aircraft in an unairworthy condition and an almost complete loss of elevator control during flight.
1951-1960,1955,1955-01-31,"Lapadrera, Colombia",Interamericana de Aviacion,Passenger,,Consolidated PBY-5 Catalina,Consolidated,5.0,5.0,Crashed into the Caqueta river while landing.
1951-1960,1955,1955-02-02,"Nagpur, India",Indian Airlines,Passenger,Nagpur - Delhi,Douglas DC-3,Douglas,10.0,10.0,"Crashed into a field shortly after takeoff. The aircraft crashed as a result of slipping into the ground in the course of a poorly executed steep turn to port, carried out at night at a low altitude."
1951-1960,1955,1955-05-02,"Near Calabar, Nigeria",West African Airways,Passenger,Enugu - Calabar,Bristol 170 Freighter 21E,Bristol,13.0,13.0,Crashed shortly after taking off after a wing failed. A design flaw in the wing led to fatigue cracks and wing failure.
1951-1960,1955,1955-02-13,"Rome, Italy",Sabena,Passenger,Brussels - Rome,Douglas DC-6,Douglas,29.0,29.0,Crashed into a mountain while on approach. Navigational error due to failure to use radio equipment.
1951-1960,1955,1955-02-19,"Albuquerque, New Mexico",Trans World Airlines,Passenger,Albuquerque - Sante Fe,Martin 404,Martin,16.0,16.0,"After taking off from Albuquerque, the aircraft flew a path directly towards Sandia Mountain and crashed into it.  While initially blaming the pilots of intentionally flying the plane into the mountain, five years later, the CAB changed the probable cause to 'deviation from course for reasons unknown' and admitted there may have been a problem with the flux gauge compass."
1951-1960,1955,1955-02-23,"Salisbury,  Zimbabwe",Central African Airways,Passenger,Salisbury - Lusaka,Douglas DC-3,Douglas,26.0,1.0,The pilot began taking off and retracted the landing gear when smoke was observed in the cockpit. He attempted to belly land the plane. The propellers separated and penetrated the fuselage killing the fight engineer. The presence of smoke in the flight crew compartment in sufficient quantity to make the captain apprehensive of fire and to cause him to land the aircraft immediately with the landing gear retracted. A fractured rubber hose on the port engine connecting the rocker box of one of the lower cylinders to the collector box caused smoke to enter the wheel well and into the crew compartment.
